time,duration,value,confidence
0.0,0.7430385487528345,C:maj,0.30300602316856384
0.7430385487528345,7.98766439909297,D:sus4,0.7278214693069458
8.730702947845804,2.879274376417234,A:min7,0.7685821056365967
11.609977324263038,11.795736961451247,D:sus4,0.5174844861030579
23.405714285714286,1.5789569160997736,E:min7,0.7757623791694641
24.98467120181406,1.9504761904761914,F:maj7,0.3190067708492279
26.93514739229025,4.643990929705215,A:min7,0.41997161507606506
31.579138321995465,8.730702947845806,D:sus4,0.3718659281730652
40.30984126984127,1.3003174603174585,E:min7,0.7207382917404175
41.61015873015873,0.9287981859410408,F:maj7,0.8327319622039795
42.53895691609977,2.7863945578231295,E:min7,0.7654802203178406
45.3253514739229,1.3003174603174656,C:sus4,0.2146190106868744
46.625668934240366,2.972154195011335,A#:maj,0.31512677669525146
49.5978231292517,1.486077097505671,A:min,0.380792498588562
51.08390022675737,1.4860770975056639,B:min,0.6055287718772888
52.569977324263036,5.665668934240365,C:maj,0.5243032574653625
58.2356462585034,2.1362358276644002,N,0.4476848840713501
60.3718820861678,13.0031746031746,X,0.2910398542881012
73.3750566893424,2.2291156462585064,C:maj,0.4076916575431824
75.60417233560091,9.195102040816323,D:7,0.24439962208271027
84.79927437641723,3.8080725623582765,A#:7,0.35976988077163696
88.6073469387755,13.188934240362812,G:7,0.24609945714473724
101.79628117913832,4.551111111111112,D:min,0.2976965010166168
106.34739229024943,0.8359183673469346,G:7/b7,0.22428075969219208
107.18331065759637,0.9287981859410479,F:maj,0.2370705008506775
108.11210884353741,1.3931972789115719,D:min,0.1663847416639328
109.50530612244899,3.2507936507936392,A#:7,0.2563213109970093
112.75609977324262,3.2507936507936535,G:7,0.4464508593082428
116.00689342403628,2.6935147392290304,F:7,0.1609978973865509
118.70040816326531,9.287981859410422,A:min,0.17233137786388397
127.98839002267573,4.829750566893438,D:min,0.21279363334178925
132.81814058956917,2.693514739229016,F:7,0.2368662804365158
135.51165532879818,1.486077097505671,D#:maj,0.2908313572406769
136.99773242630386,4.73687074829931,X,0.1990910917520523
141.73460317460317,1.021678004535147,G:7,0.34233593940734863
142.7562811791383,6.594467120181406,A:min7,0.22599346935749054
149.35074829931972,3.2507936507936677,D:7,0.3023437261581421
152.6015419501134,3.993832199546489,F:7,0.3219491243362427
156.59537414965988,1.57895691609977,A#:7,0.15760797262191772
158.17433106575965,4.365351473922885,C#:maj,0.13039757311344147
162.53968253968253,7.244625850340157,A:min7,0.2323319911956787
169.7843083900227,1.3931972789115434,E:min7,0.29327133297920227
171.17750566893423,2.2291156462585207,F:maj7,0.5536959767341614
173.40662131519275,1.7647165532879683,A:min7,0.641850471496582
175.17133786848072,11.609977324263042,D:min7,0.5152243971824646
186.78131519274376,1.3003174603174728,E:min7,0.44683510065078735
188.08163265306123,1.021678004535147,F:maj7,0.7643113136291504
189.10331065759638,1.2074376417233452,E:min7,0.34234052896499634
190.31074829931973,1.3931972789115719,D:7,0.2781074345111847
191.7039455782313,1.3931972789115719,C:min7,0.2622814178466797
193.09714285714287,4.179591836734687,A#:7,0.5085441470146179
197.27673469387756,2.8792743764172144,N,0.6246673464775085
