time,duration,value,confidence
0.0,1.6718367346938776,N,0.4195171892642975
1.6718367346938776,3.157913832199547,D:min7,0.45877376198768616
4.829750566893424,2.9721541950113375,C:maj,0.31359830498695374
7.801904761904762,3.2507936507936517,D:min7,0.6809130907058716
11.052698412698414,1.7647165532879807,G:maj,0.158787801861763
12.817414965986394,4.643990929705215,G:maj6,0.499144047498703
17.46140589569161,2.0433560090702976,G:min7,0.800477147102356
19.504761904761907,1.2074376417233559,A:aug,0.6731940507888794
20.712199546485262,3.25079365079365,F:maj,0.31252947449684143
23.962993197278912,1.7647165532879825,D:min,0.2101859152317047
25.727709750566895,2.3219954648526056,A:min7/b7,0.2041553407907486
28.0497052154195,2.507755102040818,C:maj6/5,0.27021798491477966
30.55746031746032,2.1362358276644002,G:min7,0.7533863186836243
32.69369614512472,4.458231292517006,F:maj7,0.7145788073539734
37.151927437641724,4.179591836734694,F:min7,0.52230304479599
41.33151927437642,2.2291156462584993,A#:maj,0.41508355736732483
43.56063492063492,2.043356009070294,D#:maj,0.35788479447364807
45.60399092970521,4.643990929705218,C:maj/5,0.21285508573055267
50.24798185941043,2.043356009070294,G:min7,0.6807456612586975
52.291337868480724,1.3003174603174585,A:aug,0.5721040964126587
53.59165532879818,1.7647165532879825,D:min7,0.2956538796424866
55.356371882086165,1.7647165532879825,A#:maj,0.35730233788490295
57.12108843537415,1.486077097505671,D:min,0.2678625285625458
58.60716553287982,3.1579138321995472,A:min7/b7,0.21005983650684357
61.765079365079366,1.6718367346938763,C:maj7,0.3208680748939514
63.43691609977324,1.3003174603174585,G:min7,0.36521127820014954
64.7372335600907,0.7430385487528355,D#:maj,0.38334405422210693
65.48027210884354,1.3003174603174585,F:maj/5,0.3154471516609192
66.780589569161,3.8080725623582765,F:maj7,0.30813851952552795
70.58866213151927,4.2724716553288005,F:min7,0.33949172496795654
74.86113378684807,1.7647165532879825,A#:7,0.6379740238189697
76.62585034013605,3.15791383219954,D#:maj,0.5599595904350281
79.7837641723356,2.6006349206349313,E:dim,0.5963619947433472
82.38439909297053,1.57895691609977,A:min,0.16146236658096313
83.9633560090703,2.4148752834467047,D:min7,0.5920994281768799
86.378231292517,2.0433560090703082,D:hdim7,0.7545344233512878
88.42158730158731,1.2074376417233452,G:7,0.5683774352073669
89.62902494331065,3.1579138321995543,C:maj7/5,0.5048443078994751
92.78693877551021,3.529433106575965,D:min7,0.6912036538124084
96.31637188208617,2.8792743764172286,C:maj7,0.8072766065597534
99.1956462585034,3.8080725623582765,D:min7,0.8047478199005127
103.00371882086168,2.507755102040818,C:maj7,0.7021045088768005
105.5114739229025,0.6501587301587222,F:maj7,0.462680459022522
106.16163265306122,3.0650340136054552,D:min7,0.7724114656448364
109.22666666666667,1.9504761904761807,C:maj7,0.5054435729980469
111.17714285714285,4.086712018140588,D:min7,0.718957781791687
115.26385487528344,1.3003174603174585,C:maj7,0.3809087872505188
116.5641723356009,0.9287981859410479,C:maj6,0.3840021789073944
117.49297052154195,3.2507936507936535,D:min7,0.46034759283065796
120.7437641723356,3.065034013605441,C:maj,0.7844048142433167
123.80879818594104,3.2507936507936535,D:min7,0.5698583126068115
127.0595918367347,2.7863945578231295,C:maj,0.5486090779304504
129.84598639455783,3.2507936507936392,D:min7,0.8443129062652588
133.09678004535147,2.972154195011342,C:maj7,0.6201092004776001
136.0689342403628,3.2507936507936677,D:min7,0.8118227124214172
139.31972789115648,3.065034013605441,C:maj7,0.7427314519882202
142.38476190476192,3.2507936507936392,D:min7,0.8130922913551331
145.63555555555556,2.972154195011342,C:maj7,0.6812316179275513
148.6077097505669,3.90095238095239,D:min7,0.6881171464920044
152.5086621315193,5.572789115646259,C:maj7/5,0.32166022062301636
158.08145124716555,2.136235827664393,G:min7,0.7900354862213135
160.21768707482994,1.2074376417233452,A:aug,0.5726936459541321
161.42512471655328,1.57895691609977,D:min,0.3859201967716217
163.00408163265305,1.57895691609977,A#:maj,0.3565082252025604
164.58303854875282,3.2507936507936677,G:maj,0.22967740893363953
167.8338321995465,3.2507936507936392,C:maj7,0.4547125995159149
171.08462585034013,1.7647165532879967,G:min,0.34703370928764343
172.84934240362813,1.486077097505671,C:7,0.35144147276878357
174.3354195011338,3.2507936507936392,F:maj7,0.3424749970436096
177.58621315192744,2.414875283446719,F:min,0.30538254976272583
180.00108843537416,2.507755102040818,F:min7,0.6602724194526672
182.50884353741498,1.6718367346938692,A#:7,0.82355797290802
184.18068027210884,3.15791383219954,D#:maj,0.6500746607780457
187.33859410430838,2.043356009070294,E:dim,0.4710179269313812
189.38195011337868,0.46439909297052395,A:7,0.360994815826416
189.8463492063492,0.9287981859410479,A:aug,0.1942712664604187
190.77514739229025,3.065034013605441,F:maj7,0.26391565799713135
193.8401814058957,1.7647165532879683,D:hdim7/b3,0.4465208947658539
195.60489795918366,2.1362358276644215,G:7,0.3400537073612213
197.74113378684808,2.693514739229016,C:maj7,0.5114135146141052
200.4346485260771,3.2507936507936392,F:maj7/3,0.5245162844657898
203.68544217687074,2.7863945578231437,C:maj7/5,0.3394128084182739
206.47183673469388,3.15791383219954,D:min7/b7,0.2904455363750458
209.62975056689342,2.879274376417243,C:maj7,0.6763159036636353
212.50902494331066,17.832925170068023,D:min7,0.5953823924064636
230.3419501133787,1.2074376417233452,C:maj7,0.4351232647895813
231.54938775510203,0.7430385487528497,D:min7,0.4348783493041992
232.29242630385488,2.972154195011342,A:min,0.37942156195640564
235.26458049886622,2.8792743764172144,G:maj,0.4742248058319092
238.14385487528344,16.53260770975058,D:min7,0.6758272647857666
254.67646258503402,2.3219954648525913,C:maj7,0.40510448813438416
256.9984580498866,9.938140589569173,D:min7,0.6565871834754944
266.9365986394558,2.7863945578231437,C:maj7,0.5699587464332581
269.7229931972789,3.2507936507936392,D:min7,0.8136473298072815
272.97378684807256,3.15791383219954,C:maj7,0.6022096276283264
276.1317006802721,8.823582766439927,D:min7,0.4481128752231598
284.95528344671203,3.5294331065759366,G:7,0.22684162855148315
288.48471655328797,2.879274376417243,N,0.778075635433197
